             sip| proto|                   stime|                   etime|     flows|   packets|     bytes|
   10.119.38.104|     1|     2016-03-04 20:47:53|     2016-03-04 20:47:58|        34|       102|      6732|
   10.119.69.130|     6|     2016-03-04 20:48:09|     2016-03-04 20:48:19|        51|       147|      7272|
   10.119.38.104|     1|     2016-03-04 20:48:23|     2016-03-04 20:48:30|        33|       104|      6864|
   10.119.69.130|     6|     2016-03-04 20:48:49|     2016-03-04 20:48:59|        34|        96|      4756|
   10.119.38.104|     1|     2016-03-04 20:50:08|     2016-03-04 20:50:13|        36|       113|      7458|
   10.119.38.104|     1|     2016-03-04 20:52:08|     2016-03-04 20:52:13|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 20:53:23|     2016-03-04 20:53:28|        37|       114|      7524|
   10.119.38.104|     1|     2016-03-04 20:53:38|     2016-03-04 20:53:43|        32|       101|      6666|
   10.119.38.104|     1|     2016-03-04 20:54:08|     2016-03-04 20:54:13|        48|       146|      9636|
   10.119.38.104|     1|     2016-03-04 20:54:08|     2016-03-04 20:54:13|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 20:54:16|     2016-03-04 20:54:21|        53|       159|     10494|
   10.119.38.104|     1|     2016-03-04 20:54:23|     2016-03-04 20:54:28|        58|       174|     11484|
   10.119.38.104|     1|     2016-03-04 20:54:31|     2016-03-04 20:54:36|        58|       174|     11484|
   10.119.38.104|     1|     2016-03-04 20:54:38|     2016-03-04 20:54:43|        61|       186|     12276|
   10.119.38.104|     1|     2016-03-04 20:54:46|     2016-03-04 20:54:51|        42|       126|      8316|
   10.119.38.104|     1|     2016-03-04 20:55:48|     2016-03-04 20:55:53|        35|       106|      6996|
   10.119.38.104|     1|     2016-03-04 20:56:38|     2016-03-04 20:56:45|        37|       116|      7656|
   10.119.38.104|     1|     2016-03-04 20:56:53|     2016-03-04 20:56:58|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 20:57:38|     2016-03-04 20:57:43|        36|       108|      7128|
   10.119.38.104|     1|     2016-03-04 20:58:01|     2016-03-04 20:58:06|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 20:58:53|     2016-03-04 20:58:58|        37|       122|      8052|
   10.119.38.104|     1|     2016-03-04 20:59:16|     2016-03-04 20:59:21|        42|       127|      8382|
   131.247.67.45|     6|     2016-03-04 21:00:00|     2016-03-04 21:00:03|        45|       366|     92012|
   131.247.67.45|     6|     2016-03-04 21:01:47|     2016-03-04 21:01:54|        81|       752|    254444|
   131.247.67.45|     6|     2016-03-04 21:02:27|     2016-03-04 21:02:35|        37|       282|     49729|
   131.247.67.45|     6|     2016-03-04 21:04:59|     2016-03-04 21:05:08|        44|       874|     80873|
   131.247.67.45|     6|     2016-03-04 21:05:08|     2016-03-04 21:05:16|        38|       238|     26474|
   131.247.67.45|     6|     2016-03-04 21:05:15|     2016-03-04 21:05:23|        61|       591|    171752|
   131.247.67.45|     6|     2016-03-04 21:05:16|     2016-03-04 21:05:24|        55|       490|    119984|
   131.247.67.45|     6|     2016-03-04 21:05:24|     2016-03-04 21:05:32|        38|       291|     34855|
   131.247.67.45|     6|     2016-03-04 21:06:36|     2016-03-04 21:06:44|        32|      3830|   5044491|
   131.247.67.45|     6|     2016-03-04 21:07:00|     2016-03-04 21:07:08|        35|       344|     99715|
   131.247.67.45|     6|     2016-03-04 21:07:25|     2016-03-04 21:07:40|        32|     11885|  16287256|
   131.247.67.45|     6|     2016-03-04 21:08:21|     2016-03-04 21:08:26|        42|       345|     55167|
   131.247.67.45|     6|     2016-03-04 21:08:22|     2016-03-04 21:08:27|        42|       517|     60097|
   131.247.67.45|     6|     2016-03-04 21:08:44|     2016-03-04 21:08:51|        47|       553|    288150|
   131.247.67.45|     6|     2016-03-04 21:09:41|     2016-03-04 21:09:48|        32|       433|    143025|
   131.247.67.45|     6|     2016-03-04 21:09:48|     2016-03-04 21:09:54|        45|       343|     65369|
   131.247.67.45|     6|     2016-03-04 21:10:14|     2016-03-04 21:10:19|        42|       334|     41295|
   131.247.67.45|     6|     2016-03-04 21:10:28|     2016-03-04 21:10:36|        69|       795|    368192|
   131.247.67.45|     6|     2016-03-04 21:10:44|     2016-03-04 21:10:49|        37|       334|     71556|
   131.247.67.45|     6|     2016-03-04 21:11:09|     2016-03-04 21:11:17|        32|       215|     35356|
   131.247.67.45|     6|     2016-03-04 21:11:24|     2016-03-04 21:11:32|        45|       375|     52950|
   131.247.67.45|     6|     2016-03-04 21:11:49|     2016-03-04 21:11:57|        32|       394|    252892|
   131.247.67.45|     6|     2016-03-04 21:12:07|     2016-03-04 21:12:13|        37|       317|     95016|
   131.247.67.45|     6|     2016-03-04 21:12:52|     2016-03-04 21:13:01|        68|       573|     87594|
   131.247.67.45|     6|     2016-03-04 21:13:00|     2016-03-04 21:13:08|        62|       584|    105635|
   131.247.67.45|     6|     2016-03-04 21:13:33|     2016-03-04 21:13:40|        52|       398|     55589|
   131.247.67.45|     6|     2016-03-04 21:14:13|     2016-03-04 21:14:21|        71|       543|     71111|
   131.247.67.45|     6|     2016-03-04 21:14:47|     2016-03-04 21:15:00|        42|       797|    137701|
   131.247.67.45|     6|     2016-03-04 21:15:01|     2016-03-04 21:15:09|        32|       273|     30970|
   131.247.67.45|     6|     2016-03-04 21:15:01|     2016-03-04 21:15:16|        44|       531|     89482|
   131.247.67.45|     6|     2016-03-04 21:15:17|     2016-03-04 21:15:23|        48|       947|     76443|
   131.247.67.45|     6|     2016-03-04 21:15:41|     2016-03-04 21:15:49|        46|       571|    353227|
   131.247.67.45|     6|     2016-03-04 21:15:57|     2016-03-04 21:16:05|        40|       310|     36692|
   131.247.67.45|     6|     2016-03-04 21:16:47|     2016-03-04 21:16:51|        36|       261|     28372|
   131.247.67.45|     6|     2016-03-04 21:16:45|     2016-03-04 21:16:53|        51|       324|     35461|
   131.247.67.45|     6|     2016-03-04 21:17:09|     2016-03-04 21:17:16|        38|       367|     36476|
   131.247.67.45|     6|     2016-03-04 21:17:17|     2016-03-04 21:17:56|        48|      1206|    145968|
   131.247.67.45|     6|     2016-03-04 21:17:57|     2016-03-04 21:18:04|        40|       519|    200165|
   131.247.67.45|     6|     2016-03-04 21:18:05|     2016-03-04 21:18:13|        36|       538|    116203|
   131.247.67.45|     6|     2016-03-04 21:18:13|     2016-03-04 21:18:21|        55|       469|     88492|
   131.247.67.45|     6|     2016-03-04 21:18:15|     2016-03-04 21:18:20|        48|       365|     74258|
   131.247.67.45|     6|     2016-03-04 21:18:27|     2016-03-04 21:18:37|        42|      5858|   8246476|
   131.247.67.45|     6|     2016-03-04 21:18:29|     2016-03-04 21:18:34|        36|       351|     57328|
   131.247.67.45|     6|     2016-03-04 21:18:45|     2016-03-04 21:18:53|        43|       349|     47546|
   131.247.67.45|     6|     2016-03-04 21:19:57|     2016-03-04 21:20:04|        46|       413|     61475|
   131.247.67.45|     6|     2016-03-04 21:20:13|     2016-03-04 21:20:20|        93|       772|    141547|
   131.247.67.45|     6|     2016-03-04 21:21:42|     2016-03-04 21:21:49|        67|       591|    182708|
   131.247.67.45|     6|     2016-03-04 21:21:49|     2016-03-04 21:21:57|        32|       310|     72134|
   131.247.67.45|     6|     2016-03-04 21:21:58|     2016-03-04 21:22:06|        61|       426|     67422|
   131.247.67.45|     6|     2016-03-04 21:22:06|     2016-03-04 21:22:13|        32|       317|    177448|
   131.247.67.45|     6|     2016-03-04 21:22:30|     2016-03-04 21:22:38|        55|       415|    118940|
   131.247.67.45|     6|     2016-03-04 21:22:37|     2016-03-04 21:22:46|        42|       300|     42508|
   131.247.67.45|     6|     2016-03-04 21:22:55|     2016-03-04 21:23:01|        37|       254|     38451|
   131.247.67.45|     6|     2016-03-04 21:23:21|     2016-03-04 21:23:33|        49|       770|    126412|
   131.247.67.45|     6|     2016-03-04 21:24:29|     2016-03-04 21:24:37|        47|       350|     70244|
   131.247.67.45|     6|     2016-03-04 21:24:54|     2016-03-04 21:25:02|        38|       298|     35709|
   131.247.67.45|     6|     2016-03-04 21:25:26|     2016-03-04 21:25:32|        37|       282|     44813|
   131.247.67.45|     6|     2016-03-04 21:26:37|     2016-03-04 21:26:46|        41|       365|     69244|
   131.247.67.45|     6|     2016-03-04 21:26:54|     2016-03-04 21:27:01|        34|       294|     96198|
   131.247.67.45|     6|     2016-03-04 21:27:27|     2016-03-04 21:27:33|        32|       279|     94662|
   131.247.67.45|     6|     2016-03-04 21:27:34|     2016-03-04 21:27:41|        37|       378|     62775|
   131.247.67.45|     6|     2016-03-04 21:27:58|     2016-03-04 21:28:06|        62|       667|    368117|
  131.247.66.101|     6|     2016-03-04 21:28:11|     2016-03-04 21:28:19|        39|       123|      7102|
  131.247.66.101|     6|     2016-03-04 21:28:19|     2016-03-04 21:28:25|        34|       125|      7118|
   131.247.67.45|     6|     2016-03-04 21:28:21|     2016-03-04 21:28:30|        44|       507|    145476|
   131.247.67.45|     6|     2016-03-04 21:30:05|     2016-03-04 21:30:14|        33|       287|     63516|
   131.247.67.45|     6|     2016-03-04 21:30:14|     2016-03-04 21:30:22|        32|       255|     42879|
   131.247.67.45|     6|     2016-03-04 21:30:22|     2016-03-04 21:30:30|        36|       262|     40086|
   131.247.67.45|     6|     2016-03-04 21:30:30|     2016-03-04 21:30:38|        52|       467|     81864|
   131.247.67.45|     6|     2016-03-04 21:30:38|     2016-03-04 21:30:46|        47|       378|     67041|
   131.247.67.45|     6|     2016-03-04 21:31:09|     2016-03-04 21:31:17|        44|       746|    629650|
   131.247.67.45|     6|     2016-03-04 21:31:26|     2016-03-04 21:31:32|        42|       331|     57718|
   131.247.67.45|     6|     2016-03-04 21:31:50|     2016-03-04 21:31:57|        44|       436|     50384|
   131.247.67.45|     6|     2016-03-04 21:31:58|     2016-03-04 21:32:06|        35|       357|     54307|
   131.247.67.45|     6|     2016-03-04 21:32:55|     2016-03-04 21:33:01|        41|       302|     36449|
   131.247.67.45|     6|     2016-03-04 21:34:07|     2016-03-04 21:34:15|        32|       566|    429004|
   131.247.67.45|     6|     2016-03-04 21:34:15|     2016-03-04 21:34:21|        34|       495|    303274|
   131.247.67.45|     6|     2016-03-04 21:34:46|     2016-03-04 21:34:55|        46|       911|    576222|
   131.247.67.45|     6|     2016-03-04 21:35:22|     2016-03-04 21:35:34|        54|       526|     61063|
   131.247.67.45|     6|     2016-03-04 21:35:40|     2016-03-04 21:35:51|       109|      7339|   9666681|
   131.247.67.45|     6|     2016-03-04 21:36:15|     2016-03-04 21:36:22|        51|       623|    220384|
   131.247.67.45|     6|     2016-03-04 21:36:31|     2016-03-04 21:36:36|        35|       239|     38549|
   131.247.67.45|     6|     2016-03-04 21:37:12|     2016-03-04 21:37:19|        34|       247|     24975|
   131.247.67.45|     6|     2016-03-04 21:37:31|     2016-03-04 21:37:42|        36|      1388|    205582|
   131.247.67.45|     6|     2016-03-04 21:37:59|     2016-03-04 21:38:06|        41|       340|     52507|
   131.247.67.45|     6|     2016-03-04 21:38:56|     2016-03-04 21:39:02|        47|       483|     59611|
   131.247.67.45|     6|     2016-03-04 21:39:03|     2016-03-04 21:39:11|        34|       229|     26639|
   131.247.67.45|     6|     2016-03-04 21:39:12|     2016-03-04 21:39:19|        51|      1520|   1755080|
   131.247.67.45|     6|     2016-03-04 21:39:18|     2016-03-04 21:39:27|        58|       607|    320795|
   131.247.67.45|     6|     2016-03-04 21:40:47|     2016-03-04 21:40:56|        34|      3517|   4554548|
   131.247.67.45|     6|     2016-03-04 21:40:56|     2016-03-04 21:41:00|        35|       469|    225270|
   131.247.67.45|     6|     2016-03-04 21:41:28|     2016-03-04 21:41:35|        51|       367|     50029|
   131.247.67.45|     6|     2016-03-04 21:41:44|     2016-03-04 21:41:51|        59|       439|     56218|
   131.247.67.45|     6|     2016-03-04 21:41:52|     2016-03-04 21:42:00|        47|       287|     32361|
   131.247.67.45|     6|     2016-03-04 21:43:11|     2016-03-04 21:43:27|        54|       689|     86608|
   131.247.67.45|     6|     2016-03-04 21:44:00|     2016-03-04 21:44:08|        45|      2836|   3646348|
   131.247.67.45|     6|     2016-03-04 21:45:21|     2016-03-04 21:45:27|        33|       282|     33041|
   131.247.67.45|     6|     2016-03-04 21:45:28|     2016-03-04 21:45:36|        33|       280|     73789|
   131.247.67.45|     6|     2016-03-04 21:46:25|     2016-03-04 21:46:32|        48|      2985|   4013912|
   131.247.67.45|     6|     2016-03-04 21:46:41|     2016-03-04 21:46:48|        41|       357|     88037|
   131.247.67.45|     6|     2016-03-04 21:46:40|     2016-03-04 21:46:48|        40|       423|    198933|
   131.247.67.45|     6|     2016-03-04 21:48:24|     2016-03-04 21:48:32|        34|       297|     56814|
   131.247.67.45|     6|     2016-03-04 21:49:12|     2016-03-04 21:49:21|        32|       883|    107006|
   131.247.67.45|     6|     2016-03-04 21:49:58|     2016-03-04 21:50:08|        42|      1037|     93546|
   131.247.67.45|     6|     2016-03-04 21:51:54|     2016-03-04 21:52:08|        33|      2638|   3616743|
   131.247.67.45|     6|     2016-03-04 21:56:17|     2016-03-04 21:56:25|        39|       616|    338749|
    10.119.40.61|     6|     2016-03-04 21:03:14|     2016-03-04 21:03:14|        32|        32|      1472|
   10.119.42.103|     6|     2016-03-04 21:03:49|     2016-03-04 21:03:49|        36|        38|      1748|
    10.119.26.64|     6|     2016-03-04 21:09:14|     2016-03-04 21:09:14|        47|        66|      3036|
    10.119.26.64|     6|     2016-03-04 21:09:14|     2016-03-04 21:09:14|        72|       114|      5244|
    10.119.26.64|     6|     2016-03-04 21:09:14|     2016-03-04 21:09:14|        56|        74|      3404|
    10.119.26.64|     6|     2016-03-04 21:09:14|     2016-03-04 21:09:14|        48|        72|      3312|
    10.119.26.64|     6|     2016-03-04 21:09:14|     2016-03-04 21:09:14|        40|        65|      2990|
    10.119.53.43|     6|     2016-03-04 21:13:42|     2016-03-04 21:13:42|        32|        52|      2392|
      172.18.1.9|     6|     2016-03-04 21:17:21|     2016-03-04 21:17:21|        36|        70|      3460|
   172.19.15.149|     6|     2016-03-04 21:19:23|     2016-03-04 21:19:23|        49|        98|      4508|
    10.119.52.95|     6|     2016-03-04 21:20:01|     2016-03-04 21:20:01|        36|        64|      2944|
   10.119.41.167|     6|     2016-03-04 21:23:24|     2016-03-04 21:23:24|        32|        32|      1472|
    10.119.17.45|     6|     2016-03-04 21:23:36|     2016-03-04 21:23:36|        45|        77|      3542|
    10.119.26.64|     6|     2016-03-04 21:27:43|     2016-03-04 21:27:43|        42|        64|      2944|
    10.119.26.64|     6|     2016-03-04 21:27:43|     2016-03-04 21:27:43|        32|        53|      6192|
    172.17.2.135|     6|     2016-03-04 21:28:42|     2016-03-04 21:28:42|        42|        87|      4454|
